grade,day,prefix,meaning,word,word_meaning,example_sentence,root_family,difficulty,quiz_question,quiz_answer,app_tab,book_order,day_label,section_order_in_day,prefix_meaning,etymology_note,example_korean,related_words
2,21,claim,외치다(cry out),exclaim,"소리치다, 큰 소리로 말하다",Amy exclaimed in horror when she saw me.,exclaim|exclamation,mid,What does exclaim mean?,"소리치다, 큰 소리로 말하다",etymology,714,DAY 21,5,외치다(cry out),ex(= out) + claim(= cry out) → 밖으로 외치다,나를 보자 Amy는 두려워하며 소리쳤다.,
2,21,claim,외치다(cry out),proclaim,"선언하다, 공표하다, 분명히 보여 주다",The president proclaimed the republic’s independence.,proclaim,mid,What does proclaim mean?,"선언하다, 공표하다, 분명히 보여 주다",etymology,715,DAY 21,5,외치다(cry out),pro(= forth) + claim(= cry out) → 앞을 향해 외치다,대통령은 공화국의 독립을 공표했다.,
2,21,claim,외치다(cry out),reclaim,"반환을 요구하다, 되찾다",I reclaimed my bag from the lost luggage office.,reclaim,mid,What does reclaim mean?,"반환을 요구하다, 되찾다",etymology,716,DAY 21,5,외치다(cry out),re(= against) + claim(= cry out) → ~에 대항하여 외치다 → 반환을 요구하다,나는 분실물 취급소에서 내 가방을 되찾았다.,
2,22,clin,"기울다(bend, lean)",decline,"내려가다, 감소하다",We hope that the price of the product will decline.,decline,mid,What does decline mean?,"내려가다, 감소하다",etymology,717,DAY 22,1,"기울다(bend, lean)",de(= from) + clin(e)(= clinare: bend) → ~로부터 기울다,우리는 그 제품의 가격이 내려가기를 바라고 있다.,
2,22,clin,"기울다(bend, lean)",incline,기울게 하다,Poverty inclines people towards crime.,incline|inclination,mid,What does incline mean?,기울게 하다,etymology,718,DAY 22,1,"기울다(bend, lean)",in(= into) + clin(e)(= clinare: bend) → 안으로 기울다,가난이 사람들을 범죄로 기울게 한다.,
2,22,clin,"기울다(bend, lean)",recline,뒤로 넘어가다,The seats in the car recline almost like beds.,recline,mid,What does recline mean?,뒤로 넘어가다,etymology,719,DAY 22,1,"기울다(bend, lean)",re(= back) + clin(e)(= clinare: bend) → 뒤로 기울다,그 차의 좌석들은 거의 침대처럼 뒤로 넘어간다.,
2,22,clin,"기울다(bend, lean)",climate,기후,A temperate climate is suitable for people to live in.,climate,mid,What does climate mean?,기후,etymology,720,DAY 22,1,"기울다(bend, lean)",그리스어 klinein(= lean)의 명사형 klima에서 유래,온화한 기후가 사람들이 살기에 적합하다.,
2,22,clin,"기울다(bend, lean)",climax,"최고조, 절정",The festival will come to a climax on Saturday.,climax,mid,What does climax mean?,"최고조, 절정",etymology,721,DAY 22,1,"기울다(bend, lean)",그리스어 klimax(= klinein: lean)에서 유래,축제는 토요일에 절정에 이를 것이다.,
2,22,clos/clud,"닫다(close, shut)",disclose,"밝히다, 폭로하다",The company didn’t disclose details of the agreement.,disclose|disclosure,mid,What does disclose mean?,"밝히다, 폭로하다",etymology,722,DAY 22,2,"닫다(close, shut)",dis(= not) + clos(e)(닫다) → 닫아두지 않다,그 회사는 합의에 관한 세부 사항을 밝히지 않았다.,
2,22,clos/clud,"닫다(close, shut)",enclose,둘러싸다,Small rocks enclose the flower garden.,enclose|enclosure,mid,What does enclose mean?,둘러싸다,etymology,723,DAY 22,2,"닫다(close, shut)",en(= in) + clos(e)(닫다) → 안에 닫아두다,작은 돌들이 그 꽃 정원을 둘러싸고 있다.,
2,22,clos/clud,"닫다(close, shut)",include,포함하다,The essay needs to include some examples.,include|inclusion|inclusive,mid,What does include mean?,포함하다,etymology,724,DAY 22,2,"닫다(close, shut)",in(= 안에) + clud(e)(= claudere: shut) → 안에 두고 닫다,그 에세이는 몇 가지 예를 포함할 필요가 있다.,
2,22,clos/clud,"닫다(close, shut)",conclude,결론을 내리다,The judge had to conclude the poor boy was guilty.,conclude|conclusion,mid,What does conclude mean?,결론을 내리다,etymology,725,DAY 22,2,"닫다(close, shut)",con(= together) + clud(e)(= claudere: shut) → 함께 닫아두다,판사는 그 가엾은 소년이 유죄라고 결론을 내려야 했다.,
2,22,clos/clud,"닫다(close, shut)",exclude,"배제하다, 제외하다",We should not exclude the possibility of an a ttack f rom them.,exclude|exclusion,mid,What does exclude mean?,"배제하다, 제외하다",etymology,726,DAY 22,2,"닫다(close, shut)",ex(= out) + clud(e)(= claudere: shut) → 밖에 두고 닫다,우리는 그들로부터 공격의 가능성을 배제해서는 안 된다.,
2,22,gno/quaint,알다(know),cognition,인식,Bias is the fundamental obstacle to all cognition.,cognition|cognitive,mid,What does cognition mean?,인식,etymology,727,DAY 22,3,알다(know),cognit(= cognoscere: know) + ion(접사) → 알고 있는 것,편견은 모든 인식의 근본적인 장애물이다.,
2,22,gno/quaint,알다(know),recognize,"알아보다, 인정하다",I couldn’t recognize her when we met on the street.,recognize,mid,What does recognize mean?,"알아보다, 인정하다",etymology,728,DAY 22,3,알다(know),re(= again) + cogniz(e)(= cognoscere: know) → 다시 알게 되다,길에서 우리가 만났을 때 나는 그녀를 알아보지 못했다,
2,22,gno/quaint,알다(know),diagnose,진단하다,The device is used to diagnose various diseases.,diagnose|diagnosis,mid,What does diagnose mean?,진단하다,etymology,729,DAY 22,3,알다(know),dia(= apart) + gno(se)(= gnosis: know) → 따로 떼어 알아내다,그 장비는 다양한 질병들을 진단하는 데 이용된다.,
2,22,gno/quaint,알다(know),ignore,무시하다,We cannot ignore his advice.,ignore|ignorance,mid,What does ignore mean?,무시하다,etymology,730,DAY 22,3,알다(know),라틴어 ignorare(= not to know)에서 유래,우리는 그의 충고를 무시할 수 없다.,
2,22,gno/quaint,알다(know),acquaint,숙지하게 하다,You first need to acquaint yourself with the operation system.,acquaint|acquaintance,mid,What does acquaint mean?,숙지하게 하다,etymology,731,DAY 22,3,알다(know),ac(= ad: to) + quaint(= know) → 잘 알다,당신은 업무 체계를 먼저 숙지할 필요가 있다.,
2,22,commun,"공통의, 함께(common)",communicate,의사소통하다,They make unique sounds to communicate with each other.,communicate|communication,mid,What does communicate mean?,의사소통하다,etymology,732,DAY 22,4,"공통의, 함께(common)",commun(= common) + icate(접사) → 함께 나누다,그들은 서로 의사소통하기 위해서 독특한 소리를 낸다.,
2,22,commun,"공통의, 함께(common)",community,공동체,Family is the smallest community in a nation.,community,mid,What does community mean?,공동체,etymology,733,DAY 22,4,"공통의, 함께(common)",commun(i)(= common) + ty(접사) → 공동으로 하는 것,가족은 한 국가의 가장 작은 공동체이다.,organization|association|institution
2,22,commun,"공통의, 함께(common)",communal,공동의,The dead were buried in large communal graves.,communal,mid,What does communal mean?,공동의,etymology,734,DAY 22,4,"공통의, 함께(common)",commun(= common) + al(접사) → 공동으로 하는,사망자들은 큰 공동묘지에 묻혔다,
2,22,commun,"공통의, 함께(common)",communism,공산주의,The movie shows the history of communism.,communism,high,What does communism mean?,공산주의,etymology,735,DAY 22,4,"공통의, 함께(common)",commun(= common) + ism(접사) → 공동체를 중시하는 사상,그 영화는 공산주의의 역사를 보여 준다.,
2,22,cord/cour,심장(heart),discord,"불화, 불일치",There is constant discord in the company.,discord,mid,What does discord mean?,"불화, 불일치",etymology,736,DAY 22,5,심장(heart),dis(= apart) + cord(= heart) → 마음이 떨어져 있음,그 회사에는 지속적인 불화가 있다.,
2,22,cord/cour,심장(heart),accord,"합의, 일치",They signed a peace accord last month.,accord|accordance,mid,What does accord mean?,"합의, 일치",etymology,737,DAY 22,5,심장(heart),ac(= ad: to) + cord(= heart) → 마음으로 향하는 상태,그들은 지난달에 평화 합의안에 서명했다.,
2,22,cord/cour,심장(heart),record,"기록하다, 녹음하다 n. 기록",I’ll record all my experiences during the trip.,record,mid,What does record mean?,"기록하다, 녹음하다 n. 기록",etymology,738,DAY 22,5,심장(heart),re(= again) + cord(= heart) → 마음에 다시 담다,나는 여행 중 나의 모든 경험을 기록할 것이다.,
2,22,cord/cour,심장(heart),core,중심부,Workers are the core of the economy.,core,mid,What does core mean?,중심부,etymology,739,DAY 22,5,심장(heart),cor(e)(= cor: heart) → 심장,근로자들은 경제의 핵심이다.,
2,22,cord/cour,심장(heart),courage,용기,Courage made him win the game.,courage|courageous,mid,What does courage mean?,용기,etymology,740,DAY 22,5,심장(heart),cour(= heart) + age(접사) → 마음에서 나오는 것,용기로 인해 그는 그 경기에서 이겼다.,
2,22,cord/cour,심장(heart),encourage,"격려하다, 용기를 북돋우다",My parents always encouraged me to try my best.,encourage|encouragement,mid,What does encourage mean?,"격려하다, 용기를 북돋우다",etymology,741,DAY 22,5,심장(heart),en(= cause) + courage(용기) → 용기를 내게 하다,우리 부모님께서는 내가 최선을 다하도록 항상 격려해주셨다.,
2,22,corp,"신체, 단체, 조직체(body)",corporate,"기업[회사]의, 법인체의, 공동의",Corporate success can result from looking after the social welfare of employees.,corporate|corporation|incorporate,mid,What does corporate mean?,"기업[회사]의, 법인체의, 공동의",etymology,742,DAY 22,1,"신체, 단체, 조직체(body)",라틴어 corporare(= form into a body)에서 유래 → 조직체로 된,기업의 성공은 직원들의 사회 복지를 돌보는 데서 비롯될 수 있다.,
2,22,corp,"신체, 단체, 조직체(body)",corpse,"시체, 송장",The police found no corpse.,corpse,mid,What does corpse mean?,"시체, 송장",etymology,743,DAY 22,1,"신체, 단체, 조직체(body)",라틴어 corpus(= body)에서 유래 → 시체,경찰은 어떤 시체도 찾지 못했다.,
2,22,corp,"신체, 단체, 조직체(body)",corps,"군단, 단, 부대, 단체",General Warren was one of the best corps commanders of the army.,corps,mid,What does corps mean?,"군단, 단, 부대, 단체",etymology,744,DAY 22,1,"신체, 단체, 조직체(body)","라틴어 corpus(= body)에서 유래 → 구성원들의 몸체 → 군단, 단체",Warren 장군은 군대의 가장 훌륭한 군단장 중 한 명이었다.,
2,22,cour,달리다(run),course,"강좌, 과정","If you pass the course, you will be very happy.",course,mid,What does course mean?,"강좌, 과정",etymology,745,DAY 22,2,달리다(run),cour(= currere: run) + se(접사) → 정해진 길을 따라 달리는 것,"그 강좌를 이수한다면, 여러분은 매우 행복할 것이다.",
2,22,cour,달리다(run),discourse,"이야기, 담론, 강연 v. 이야기하다, 강연하다",He held discourse with them for several hours.,discourse,mid,What does discourse mean?,"이야기, 담론, 강연 v. 이야기하다, 강연하다",etymology,746,DAY 22,2,달리다(run),dis(= apart) + cour(= currere: run) + se(접사) → 서로 멀리 떨어져 정해진 길을 따라 달리는 것 → 서로 담소를 나누는 것,그는 그들과 몇 시간 동안 이야기를 나누었다.,
2,22,cour,달리다(run),concourse,"중앙 광장, 집합",They gathered in the station’s concourse.,concourse,mid,What does concourse mean?,"중앙 광장, 집합",etymology,747,DAY 22,2,달리다(run),con(= com: together) + cour(= currere: run) + se(접사) → 정해진 길을 따라 달려서 모인 곳,그들은 역의 중앙 광장에 모였다.,
2,22,cour,달리다(run),courier,"배달[운반]원, 여행 안내인",A motorcycle courier arrived in a rush.,courier,mid,What does courier mean?,"배달[운반]원, 여행 안내인",etymology,748,DAY 22,2,달리다(run),라틴어 currere(= run)의 행위자를 의미하는 curritor(= runner)에서 유래 → 심부름꾼,한 오토바이 배달원이 황급히 도착했다.,
2,23,crac,"통치, 힘(rule, power)",aristocracy,"귀족 (계급), 상류 계급, 귀족 정치, 귀족 사회",She was a member of the aristocracy.,aristocracy|aristocrat|aristocratic,mid,What does aristocracy mean?,"귀족 (계급), 상류 계급, 귀족 정치, 귀족 사회",etymology,749,DAY 23,3,"통치, 힘(rule, power)","aristo(= aristos: best) + crac(= kratos: rule, power) + y(접사) → 가장 잘 교육받은 사람들에 의한 지배",그녀는 귀족 계급의 한 구성원이었다.,
2,23,crac,"통치, 힘(rule, power)",democracy,"민주주의, 민주주의 국가",It is impossible to fully realize democracy in practice.,democracy|democrat|democratic,high,What does democracy mean?,"민주주의, 민주주의 국가",etymology,750,DAY 23,3,"통치, 힘(rule, power)","demo(= demos: common people) + crac(= kratos: rule, power) + y(접사) → 민중에 의한 지배",실제로 완전히 민주주의를 실현하는 것은 불가능하다.,
2,23,crac,"통치, 힘(rule, power)",bureaucracy,"관료 정치, 관료 체제, 관료주의",All the magazines harshly criticized the bureaucracy.,bureaucracy|bureaucrat|bureaucratic,high,What does bureaucracy mean?,"관료 정치, 관료 체제, 관료주의",etymology,751,DAY 23,3,"통치, 힘(rule, power)","bureau(= desk, office) + crac(= kratos: rule, power) + y(접사) → 책상에서 일하는 사람들에 의한 지배",모든 잡지들은 혹독하게 관료 정치를 비판했다.,
2,23,crac,"통치, 힘(rule, power)",autocracy,"전제 군주국, 독재 국가, 전제[독재] 정치",Taiwan shifted from autocracy to democracy in 1996.,autocracy|autocrat|autocratic,high,What does autocracy mean?,"전제 군주국, 독재 국가, 전제[독재] 정치",etymology,752,DAY 23,3,"통치, 힘(rule, power)","auto(= autos: self) + crac(= kratos: rule, power) + y(접사) → 지배자 스스로의 의사에 의한 지배",대만은 1996년에 전제 군주국에서 민주주의 국가로 바뀌었다.,
2,23,creas,"자라나다, 생겨나다(grow)",increase,"증가하다, 인상되다 n. 증가, 인상",The level of violence has increased a lot compared to two years ago.,increase,mid,What does increase mean?,"증가하다, 인상되다 n. 증가, 인상",etymology,753,DAY 23,4,"자라나다, 생겨나다(grow)",in(= in) + creas(e)(= crescere: grow) → ~에서 자라나다[생겨나다],폭력 수준이 2년 전에 비해 상당히 많이 증가해왔다.,escalate|soar|skyrocket
2,23,creas,"자라나다, 생겨나다(grow)",decrease,"감소하다, 줄이다 n. 감소, 하락","In 1995, the unemployment rate decreased to 4.8 percent.",decrease,mid,What does decrease mean?,"감소하다, 줄이다 n. 감소, 하락",etymology,754,DAY 23,4,"자라나다, 생겨나다(grow)",de(= away from) + creas(e)(= crescere: grow) → 자라나는 것에서 멀어지다 → 줄어들다,1995년에 실업률은 4.8퍼센트로 감소했다.,
2,23,creat,"만들다, 생산하다(make, bring forth)",create,"창조하다, 창작하다",He created a completely new style of painting.,create|creation|creative,mid,What does create mean?,"창조하다, 창작하다",etymology,755,DAY 23,5,"만들다, 생산하다(make, bring forth)","라틴어 creare(=make, bring forth)에서 유래 → 만들어 내다",그는 완전히 새로운 화법을 만들어 냈다.,
2,23,creat,"만들다, 생산하다(make, bring forth)",creature,"생명체, 생물, 인간",Some people believe in creatures from outer space.,creature,mid,What does creature mean?,"생명체, 생물, 인간",etymology,756,DAY 23,5,"만들다, 생산하다(make, bring forth)","creat(= creare: make) + ure(접사) → 만들어진 것, 창조된 것",몇몇 사람들은 외계의 생명체를 믿는다.,
2,23,creat,"만들다, 생산하다(make, bring forth)",recreate,"다시 만들다, 기분 전환을 하다",The story was recreated as an opera in the eighteenth century.,recreate,mid,What does recreate mean?,"다시 만들다, 기분 전환을 하다",etymology,757,DAY 23,5,"만들다, 생산하다(make, bring forth)","re(= back, again) + creat(e)(= creare: make) → 다시 만들다",그 이야기는 18세기에 오페라로 다시 만들어졌다.,
2,23,creat,"만들다, 생산하다(make, bring forth)",recreation,"기분 전환, 휴양, 오락, 레크리에이션",People of all ages need recreation.,recreation|recreational,mid,What does recreation mean?,"기분 전환, 휴양, 오락, 레크리에이션",etymology,758,DAY 23,5,"만들다, 생산하다(make, bring forth)","re(= back, again) + creat(= creare: make) + ion(접사) → 다시 만든 것, 개조, 재창조",모든 연령의 사람들은 기분 전환이 필요하다.,
2,23,cred,"믿다, 믿고 맡기다(believe, entrust)",credit,"신용 대출[거래], 신용(도), 대학 이수 학점 v. 입금하다, 믿다",Many cars are bought on credit received from banks.,credit|creditor,mid,What does credit mean?,"신용 대출[거래], 신용(도), 대학 이수 학점 v. 입금하다, 믿다",etymology,759,DAY 23,6,"믿다, 믿고 맡기다(believe, entrust)","라틴어 credere(= believe, entrust)의 명사형 creditum(= loan)에서 유래 → 믿고 빌려줌",많은 자동차들은 은행에서 받은 신용 대출로 구입된다.,
2,23,cred,"믿다, 믿고 맡기다(believe, entrust)",discredit,"신빙성을 없애다, 신임[평판]을 떨어뜨리다, 의심하다 n. 불명예, 의혹",Claims in this book have been discredited by later research.,discredit,mid,What does discredit mean?,"신빙성을 없애다, 신임[평판]을 떨어뜨리다, 의심하다 n. 불명예, 의혹",etymology,760,DAY 23,6,"믿다, 믿고 맡기다(believe, entrust)",dis(= opposite of) + cred(it)(= credere: believe) → 믿지 않다,이 책에 있는 주장은 이후의 연구에 의해 신빙성이 없어졌다.,
2,23,cred,"믿다, 믿고 맡기다(believe, entrust)",credible,"믿을[신뢰할] 수 있는, 확실한",He gave a credible explanation for his absences.,credible|credibility,mid,What does credible mean?,"믿을[신뢰할] 수 있는, 확실한",etymology,761,DAY 23,6,"믿다, 믿고 맡기다(believe, entrust)",cred(= credere: believe) + ible(접사) → 믿을 수 있는,그는 자신의 부재에 대해 믿을 만한 설명을 해주었다.,
2,23,cred,"믿다, 믿고 맡기다(believe, entrust)",credulous,"잘 믿는[속는], (남의 말을) 쉽사리 곧이 듣는",,credulous|credulity|incredulous,mid,What does credulous mean?,"잘 믿는[속는], (남의 말을) 쉽사리 곧이 듣는",etymology,762,DAY 23,6,"믿다, 믿고 맡기다(believe, entrust)",cred(= credere: believe) + ulous(접사) → 잘 믿는 경향이 있는,Love is as credulous as a child. 사랑은 아이처럼 잘 믿는 것이다.,
2,23,cred,"믿다, 믿고 맡기다(believe, entrust)",incredible,"믿을 수 없는, 믿기 힘든, (믿기 어려울 만큼) 훌륭한",,incredible|incredibility,mid,What does incredible mean?,"믿을 수 없는, 믿기 힘든, (믿기 어려울 만큼) 훌륭한",etymology,763,DAY 23,6,"믿다, 믿고 맡기다(believe, entrust)","in(= not) + cred(= credere: believe) + ible(접사) → 믿을 수 없는, 믿어지지 않는",The crime rate is incredible. 범죄율이 믿을 수 없을 정도이다.,
2,23,cred,"믿다, 믿고 맡기다(believe, entrust)",creed,"신조, 신념, 교리",A creed is necessary to define the faith.,creed,mid,What does creed mean?,"신조, 신념, 교리",etymology,764,DAY 23,6,"믿다, 믿고 맡기다(believe, entrust)",라틴어 credo(= I believe)에서 유래 → 신념을 담은 진술,신조는 믿음을 규정하는 데 필요하다.,
2,23,cresc/cret,"일어나다, 자라나다(arise, grow)",crew,"승무원, 무리, 일당",The incompetence of the captain and crew can lead to a disastrous event.,crew,mid,What does crew mean?,"승무원, 무리, 일당",etymology,765,DAY 23,7,"일어나다, 자라나다(arise, grow)","라틴어 crescere(= arise, grow)에서 유래 → 함께 행동하는 사람들",기장과 승무원의 무능이 참사를 야기할 수 있다.,
2,23,cresc/cret,"일어나다, 자라나다(arise, grow)",concrete,"구체적인, 콘크리트로 된 n. 콘크리트",Few offered any concrete evidence to back up their claims.,concrete,mid,What does concrete mean?,"구체적인, 콘크리트로 된 n. 콘크리트",etymology,766,DAY 23,7,"일어나다, 자라나다(arise, grow)",con(= com: together) + cret(e)(= crescere: grow) → 결합체로 함께 자라나 단단한,자신들의 주장을 뒷받침할 구체적인 어떤 증거를 제시한 사람들이 거의 없었다.,
2,23,crimin,"범죄(crime), 구별하다(distinguish)",criminal,"범인, 범죄자 a. 범죄의, 형사상의",He was a violent and dangerous criminal.,criminal|crime,mid,What does criminal mean?,"범인, 범죄자 a. 범죄의, 형사상의",etymology,767,DAY 23,1,"범죄(crime), 구별하다(distinguish)",crimin(= crime) + al(접사) → 범죄를 저지른 사람,그는 난폭하고 위험한 범죄자였다.,
2,23,crimin,"범죄(crime), 구별하다(distinguish)",discriminate,"차별하다, 구별하다",It is illegal to discriminate on the basis of race.,discriminate|discrimination,mid,What does discriminate mean?,"차별하다, 구별하다",etymology,768,DAY 23,1,"범죄(crime), 구별하다(distinguish)",dis(= apart) + crimin(= distinguish) + ate(접사) → 따로 구별하다,인종을 근거로 차별하는 것은 불법이다.,
2,23,crit,"분리하다(separate), 판단하다(judge)",crisis,"위기, 최악의 고비",The country now faces the greatest economic crisis.,crisis,mid,What does crisis mean?,"위기, 최악의 고비",etymology,769,DAY 23,2,"분리하다(separate), 판단하다(judge)",cri(= crit: separate) + sis(접사) → 분리되어 갈라진 상태,그 나라는 지금 최대의 경제 위기에 직면해 있다.,disaster|catastrophe
2,23,crit,"분리하다(separate), 판단하다(judge)",criticize,"비판하다, 비난하다, 비평하다",The boss criticized him for his laziness.,criticize|critical,mid,What does criticize mean?,"비판하다, 비난하다, 비평하다",etymology,770,DAY 23,2,"분리하다(separate), 판단하다(judge)","crit(= separate, judge) + ic(접사) + ize(접사) → 좋은 점과 나쁜 점을 구분하여 판단하다",상사는 그의 게으름에 대해 비난했다.,
2,23,crit,"분리하다(separate), 판단하다(judge)",critic,"비평가, 평론가, 비판하는 사람",She is an influential film critic in Hollywood.,critic|criticism,mid,What does critic mean?,"비평가, 평론가, 비판하는 사람",etymology,771,DAY 23,2,"분리하다(separate), 판단하다(judge)","crit(= separate, judge) + ic(접사) → 옳고 그름을 구분하여 판단하는 사람",그녀는 할리우드에서 영향력 있는 영화 평론가이다.,
2,23,cult/colon,경작하다(cultivate),cultivate,"경작하다, 재배하다, 기르다, 함양하다",They worked hard to cultivate the wasteland.,cultivate|cultivation,mid,What does cultivate mean?,"경작하다, 재배하다, 기르다, 함양하다",etymology,772,DAY 23,3,경작하다(cultivate),cult(= cultivate) + ive(접사) + ate(접사) → 경작하다,그들은 황무지를 경작하려고 열심히 일했다.,
2,23,cult/colon,경작하다(cultivate),culture,"문화, 집단적 사고방식, 교양, 재배, 배양",Each country has its own customs and culture.,culture|cultural,mid,What does culture mean?,"문화, 집단적 사고방식, 교양, 재배, 배양",etymology,773,DAY 23,3,경작하다(cultivate),cult(= cultivate) + ure(접사) → 경작을 하면서 꽃피운 것,각 나라는 나름의 관습과 문화를 갖고 있다.,
2,23,cult/colon,경작하다(cultivate),agriculture,"농업, 농사, 농학",More than 50% of the land is used for agriculture.,agriculture|agricultural,mid,What does agriculture mean?,"농업, 농사, 농학",etymology,774,DAY 23,3,경작하다(cultivate),agri(= field) + cult(= cultivate) + ure(접사) → 들판을 경작하는 일,그 땅의 50퍼센트 이상이 농업용으로 사용된다.,
2,23,cult/colon,경작하다(cultivate),colony,"식민지, 집단, 군집",India was once a colony of England.,colony|colonial|colonize,mid,What does colony mean?,"식민지, 집단, 군집",etymology,775,DAY 23,3,경작하다(cultivate),colon(= cultivate) + y(접사) → 외부인의 정착에 의해 경작된 땅,인도는 한때 영국의 식민지였다.,
2,23,cur/curr,"달리다(run), 흐르다(flow)",occur,"일어나다, 발생하다, (생각 등이) 떠오르다",Such good things do not occur every day.,occur|occurrence,mid,What does occur mean?,"일어나다, 발생하다, (생각 등이) 떠오르다",etymology,776,DAY 23,4,"달리다(run), 흐르다(flow)",oc(= ob: to) + cur(= run) → ~로 달려가서 충돌하여 생기다,그렇게 좋은 일이 매일 일어나는 것은 아니다.,
2,23,cur/curr,"달리다(run), 흐르다(flow)",recur,"재발하다, 반복하다, 되돌아가다, 다시 떠오르다",There is little chance that the disease will recur.,recur|recurrence,mid,What does recur mean?,"재발하다, 반복하다, 되돌아가다, 다시 떠오르다",etymology,777,DAY 23,4,"달리다(run), 흐르다(flow)","re(= again, back) + cur(= run) → 생겨난 일을 다시 가서 하다",그 병이 재발할 가능성은 거의 없다.,
2,23,cur/curr,"달리다(run), 흐르다(flow)",concur,"동의하다, 동시에 발생하다",I don’t concur with his views on many issues.,concur|concurrence,mid,What does concur mean?,"동의하다, 동시에 발생하다",etymology,778,DAY 23,4,"달리다(run), 흐르다(flow)",con(= together) + cur(= run) → 동시에 한 곳으로 달리다,나는 여러 문제에 있어서 그의 견해에 동의하지 않는다.,
2,23,cur/curr,"달리다(run), 흐르다(flow)",current,"현재의, 지금의, 통용되는 n. 흐름, 해류, 기류, 전류",I want to know the current exchange rate.,current|currently,mid,What does current mean?,"현재의, 지금의, 통용되는 n. 흐름, 해류, 기류, 전류",etymology,779,DAY 23,4,"달리다(run), 흐르다(flow)",curr(= flow) + ent(접사) → 현재 흐르고 있는,저는 현재의 환율을 알고 싶습니다.,
2,23,cur/curr,"달리다(run), 흐르다(flow)",currency,"(유통되는) 통화, 화폐, 유통",The EU countries have adopted the Euro as their currency.,currency,mid,What does currency mean?,"(유통되는) 통화, 화폐, 유통",etymology,780,DAY 23,4,"달리다(run), 흐르다(flow)",curr(= flow) + ency(접사) → 현재 통용되고 있는 돈,EU 국가들은 자신들의 통화로 유로를 채택했다.,
2,23,cur/curr,"달리다(run), 흐르다(flow)",curriculum,"교과 과정, 커리큘럼",Music is an important part of the school’s curriculum.,curriculum,mid,What does curriculum mean?,"교과 과정, 커리큘럼",etymology,781,DAY 23,4,"달리다(run), 흐르다(flow)",curr(i)(= run) + culum(= c(u)le: 접사) → 달리기 과정 → 현재 가르치고 있는 과정,음악은 학교 교과 과정의 중요한 부분이다.,
2,23,cur/curr,"달리다(run), 흐르다(flow)",excursion,"(단체로 짧게 하는) 여행, 소풍",We went on an excursion to the East Coast.,excursion,mid,What does excursion mean?,"(단체로 짧게 하는) 여행, 소풍",etymology,782,DAY 23,4,"달리다(run), 흐르다(flow)",ex(= out) + cur(= run) + sion(접사) → 즐겁게 밖으로 달려 나가는 것,우리는 동부 해안으로 짧은 여행을 갔다.,
2,23,cur,"주의, 돌봄(care)",curious,"궁금한, 호기심이 많은",Cats are naturally curious.,curious|curiosity,mid,What does curious mean?,"궁금한, 호기심이 많은",etymology,783,DAY 23,5,"주의, 돌봄(care)",cur(i)(= care) + ous(접사) → 어떤 것에 관심이 끌리는,고양이들은 선천적으로 호기심이 많다.,
2,23,cur,"주의, 돌봄(care)",cure,"낫게 하다, 치유하다, 바로잡다 n. 치유(법), 해결책",A team of doctors cured her of a rare disease.,cure|curable,mid,What does cure mean?,"낫게 하다, 치유하다, 바로잡다 n. 치유(법), 해결책",etymology,784,DAY 23,5,"주의, 돌봄(care)",cur(e)(= care) → 관심을 갖고 보살피다,한 팀의 의사들이 그녀의 희귀병을 낫게 했다.,
2,23,cur,"주의, 돌봄(care)",curator,"(박물관, 미술관 등의) 전시 책임자, 큐레이터",Lily works at the museum as a curator.,curator,mid,What does curator mean?,"(박물관, 미술관 등의) 전시 책임자, 큐레이터",etymology,785,DAY 23,5,"주의, 돌봄(care)",cur(a)(= care) + tor(접사) → 전시된 것을 설명해주고 보살펴주는 사람,Lily는 미술관에서 큐레이터로 일한다.,
2,23,cur,"주의, 돌봄(care)",secure,"안전한, 튼튼한, 확실한 v. 안전하게 하다, 확고히 하다",The office isn’t very secure ─ we need some new locks.,secure|security,mid,What does secure mean?,"안전한, 튼튼한, 확실한 v. 안전하게 하다, 확고히 하다",etymology,786,DAY 23,5,"주의, 돌봄(care)",se(= apart) + cur(e)(= care) → 걱정이나 근심에서 멀리 떨어져 있는,사무실이 아주 안전하지는 않아서 우리는 몇 개의 새로운 자물쇠가 필요하다.,
2,23,cur,"주의, 돌봄(care)",manicure,"손톱 손질을 하다, 손 관리를 하다 n. 손톱 손질, 손 관리",She manicured her nails.,manicure,mid,What does manicure mean?,"손톱 손질을 하다, 손 관리를 하다 n. 손톱 손질, 손 관리",etymology,787,DAY 23,5,"주의, 돌봄(care)",mani(= hand) + cur(e)(= care) → 손과 손톱을 돌보는 것,그녀는 자신의 손톱 손질을 했다.,
2,24,cycl,"순환하다(circle), 바퀴(wheel)",cycle,"순환, 주기, 회전, 자전거 v. 순환하다, 자전거를 타다",Rain is an important part of the water cycle.,cycle|cyclical|cyclist,mid,What does cycle mean?,"순환, 주기, 회전, 자전거 v. 순환하다, 자전거를 타다",etymology,788,DAY 24,6,"순환하다(circle), 바퀴(wheel)","cycle(= cycl: circle, wheel) → 한 바퀴 도는 것",비는 물의 순환에서 중요한 한 부분이다.,
